field,file,year,dimmsee (arcsec),magzpt,exp (S),type
ngc6101,c4d_160802_051707_ooi_i_v1,2016,nan,25.10657,132.0,image
ngc6101,c4d_160802_051948_ooi_i_v1,2016,nan,25.24356,132.0,image
ngc6101,c4d_160802_050901_ooi_i_v1,2016,nan,25.13857,132.0,image
ngc6101,c4d_160802_051143_ooi_i_v1,2016,nan,25.12156,132.0,image
ngc6101,c4d_160802_051424_ooi_i_v1,2016,nan,25.15457,132.0,image
