field,file,year,dimmsee (arcsec),magzpt,exp (S),type
FRB151230,c4d_151231_071507_ooi_i_v1,2015,0.591,25.219818737242,180.0,image
FRB151230,c4d_151231_072534_ooi_i_v1,2015,0.604,25.226818737242,180.0,image
FRB151230,c4d_151231_072204_ooi_i_v1,2015,0.626,25.219818737242,180.0,image
FRB151230,c4d_151231_071834_ooi_i_v1,2015,0.638,25.225818737242,180.0,image
FRB151230,c4d_151231_072901_ooi_i_v1,2015,0.602,25.234818737242,180.0,image
